id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing
N002426,2024-12-29,NB0093,Prokshino Residence,GK Granel,comfort,Voronovskoye,TAO,55.30584,37.19416,84.1,3,13,22,2025,under_construction,Oktyabrskaya,Koltsevaya,653,56.6,7121000,84700,trade-in,False,23.5
N002427,2023-06-08,NB0154,Prokshino Residence,PIK,economy,Marfino,SVAO,55.82353,37.58736,67.9,2,11,17,2025,under_construction,Sokol,Zamoskvoretskaya,64,8.02,12900000,190000,DDU,True,10.0
N002428,2021-11-11,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,70.1,2,19,25,2025,under_construction,Dinamo,Zamoskvoretskaya,237,17.0,17228000,245800,DDU,True,11.0
N002429,2025-02-22,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,41.2,1,13,30,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,49,16.26,7929000,192500,FZ214,False,23.5
N002430,2021-05-02,NB0021,Metropolia Residence,GK A101,comfort,Kievsky,TAO,55.38805,36.71028,65.5,3,23,25,2025,under_construction,Molodyozhnaya,Arbatsko-Pokrovskaya,710,70.22,4844000,74000,DDU,True,11.0
N002431,2023-01-13,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,46.7,1,19,22,2026,under_construction,Tulskaya,Serpukhovsko-Timiryazevskaya,79,9.64,11354000,243100,DDU,True,10.0
N002432,2023-06-14,NB0206,Silver Park Residence,Capital Group,comfort,Shchapovskoye,TAO,55.36577,37.51306,42.9,1,16,35,2026,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,499,43.69,3888000,90600,DDU,True,10.0
N002433,2021-11-26,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,96.7,4,17,30,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,29,12.43,46930000,485300,trade-in,True,11.0
N002434,2024-12-15,NB0148,Headliner Residence,FSK,premium,Yuzhnoye Tushino,SZAO,55.82815,37.44491,55.2,2,10,22,2025,under_construction,Bagrationovskaya,Filyovskaya,130,13.75,31341000,567800,DDU,False,23.5
N002435,2022-10-27,NB0159,Silver Park Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.72121,37.84095,67.8,2,20,30,2026,under_construction,Turgenevskaya,Kaluzhsko-Rizhskaya,163,14.25,10417000,153600,trade-in,True,10.0
N002436,2021-07-14,NB0057,Odintsovo-1 Residence,Etalon,comfort,Mosrentgen,NAO,55.60585,37.50219,52.9,2,6,25,2026,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,81,18.06,8277000,156500,DDU,True,11.0
N002437,2025-07-16,NB0109,Polar Residence,Capital Group,economy,Severnoye Butovo,YuZAO,55.58201,37.57772,44.9,1,28,30,2025,completed,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,40,19.3,9171000,204200,FZ214,False,19.5
N002438,2022-10-12,NB0140,Buninskie Luga Residence,FSK,economy,Altufyevsky,SVAO,55.88543,37.59434,65.4,2,10,22,2026,under_construction,Sportivnaya,Sokolnicheskaya,223,14.72,9650000,147600,DDU,True,10.0
N002439,2022-07-24,NB0245,Headliner Residence,Etalon,comfort,Severny,SVAO,55.92812,37.58474,69.6,3,20,25,2025,under_construction,Arbatskaya (F),Filyovskaya,240,19.5,11215000,161100,installment,True,12.0
N002440,2025-04-24,NB0076,Odintsovo-1 Residence,MR Group,comfort,Donskoy,YuAO,55.70888,37.62358,48.2,2,9,25,2027,under_construction,Tulskaya,Serpukhovsko-Timiryazevskaya,7,5.01,19322000,400900,trade-in,False,23.5
N002441,2023-09-05,NB0011,Sheremetyevsky Residence,PIK,comfort,Chertanovo Tsentralnoye,YuAO,55.62237,37.6224,57.3,2,13,30,2026,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,128,14.63,12125000,211600,installment,True,15.5
N002442,2024-04-26,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,49.8,1,14,17,2026,under_construction,Molodyozhnaya,Arbatsko-Pokrovskaya,21,11.52,25663000,515300,trade-in,True,18.5
N002443,2022-11-03,NB0015,Sheremetyevsky Residence,LSR,business,Novo-Peredelkino,ZAO,55.65817,37.32272,82.0,3,12,17,2025,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,222,21.5,24045000,293200,DDU,True,10.0
N002444,2024-02-05,NB0187,Metropolia Residence,Capital Group,economy,Yasenevo,YuZAO,55.60108,37.55142,50.8,2,11,22,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,22,17.54,13179000,259400,DDU,True,18.5
N002445,2024-05-14,NB0247,Odintsovo-1 Residence,PIK,economy,Yuzhnoye Medvedkovo,SVAO,55.86304,37.63425,92.6,4,25,30,2026,under_construction,Turgenevskaya,Kaluzhsko-Rizhskaya,134,12.16,18939000,204500,DDU,True,18.5
N002446,2024-02-26,NB0221,Preobrazhenie Residence,DONSTROY,comfort,Khoroshyovsky,SAO,55.77211,37.55729,53.4,2,4,22,2027,under_construction,Trubnaya,Lyublinsko-Dmitrovskaya,49,4.46,17007000,318500,DDU,True,18.5
N002447,2023-01-25,NB0213,Discovery Park Residence,FSK,premium,Orekhovo-Borisovo Severnoye,YuAO,55.60002,37.71597,82.7,3,8,30,2024,under_construction,Arbatskaya (F),Filyovskaya,225,18.12,28612000,346000,installment,True,10.0
N002448,2022-03-26,NB0173,Triumph Palace Residence,Samolet,economy,Nagatinsky Zaton,YuAO,55.67124,37.70074,71.5,2,10,30,2025,under_construction,Kuznetsky Most,Tagansko-Krasnopresnenskaya,133,10.47,14149000,197900,DDU,True,22.5
N002449,2025-08-19,NB0007,Headliner Residence,MR Group,premium,Beskudnikovsky,SAO,55.88193,37.58654,22.0,0,22,25,2025,completed,Rechnoy Vokzal,Zamoskvoretskaya,94,14.4,9599000,436300,FZ214,False,19.5
N002450,2023-10-01,NB0038,Losiny Ostrov Residence,MR Group,economy,Shchukino,SZAO,55.79795,37.47615,97.9,4,21,25,2025,under_construction,Studencheskaya,Filyovskaya,88,10.29,25996000,265500,installment,True,15.5
N002451,2024-07-01,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,62.0,2,14,17,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,36,20.13,16007000,258200,DDU,False,18.5
N002452,2022-05-09,NB0177,Prokshino Residence,GK A101,comfort,Krasnopakhorskoye,TAO,55.43499,37.31218,75.4,3,5,22,2026,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,368,40.42,6195000,82200,DDU,True,12.0
N002453,2022-07-18,NB0048,Preobrazhenie Residence,INGRAD,comfort,Troparyovo-Nikulino,ZAO,55.66534,37.4561,55.1,2,22,25,2027,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,45,14.26,17355000,315000,FZ214,True,12.0
N002454,2023-09-20,NB0101,Odintsovo-1 Residence,GK A101,business,Beskudnikovsky,SAO,55.87848,37.53487,59.1,2,17,35,2024,under_construction,Sokol,Zamoskvoretskaya,105,14.86,18341000,310300,DDU,True,15.5
N002455,2022-06-28,NB0023,Prokshino Residence,INGRAD,economy,Krylatskoye,SZAO,55.76317,37.41735,54.2,2,8,22,2025,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,87,12.77,13573000,250400,DDU,True,12.0
N002456,2026-04-15,NB0194,Headliner Residence,PIK,comfort,Shcherbinka,NAO,55.49888,37.55046,24.8,0,10,30,2024,completed,Sviblovo,Kaluzhsko-Rizhskaya,487,28.7,3782000,152500,DDU,False,19.5
N002457,2024-08-30,NB0078,Sheremetyevsky Residence,LSR,business,Levoberezhny,SAO,55.86285,37.47939,47.5,1,18,30,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,16,14.99,18843000,396700,DDU,False,18.5
N002458,2023-07-29,NB0193,Odintsovo-1 Residence,MR Group,comfort,Izmaylovo,VAO,55.78838,37.75685,55.2,2,3,35,2027,under_construction,Shosse Entuziastov,Kalininskaya,39,9.33,12883000,233400,FZ214,True,15.5
N002459,2023-03-07,NB0223,Mitino O2 Residence,FSK,premium,Veshnyaki,VAO,55.74369,37.80583,58.6,2,22,25,2027,under_construction,Perovo,Kalininskaya,20,11.64,26018000,444000,FZ214,True,10.0
N002460,2023-07-06,NB0162,Metropolia Residence,FSK,economy,Pervomayskoye,TAO,55.45111,37.03659,59.1,2,5,25,2025,under_construction,Frunzenskaya,Sokolnicheskaya,553,49.8,4330000,73300,FZ214,True,15.5
N002461,2022-02-04,NB0146,Sheremetyevsky Residence,DONSTROY,economy,Tverskoy,CAO,55.75693,37.61214,89.2,4,7,22,2025,under_construction,Okhotny Ryad,Sokolnicheskaya,3,0.64,54866000,615100,DDU,True,22.5
N002462,2022-06-07,NB0168,Buninskie Luga Residence,INGRAD,comfort,Metrogorodok,VAO,55.8197,37.7525,71.4,2,19,30,2025,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,57,11.01,11994000,168000,DDU,True,12.0
N002463,2024-11-22,NB0114,Discovery Park Residence,Samolet,comfort,Zamoskvorechye,CAO,55.74139,37.64018,81.9,3,1,22,2026,under_construction,Novokuznetskaya,Zamoskvoretskaya,15,1.85,42862000,523300,DDU,False,23.5
N002464,2023-05-17,NB0191,Symbol Residence,GK A101,economy,Vostochny,VAO,55.82716,37.86336,61.6,2,4,30,2025,under_construction,Lubyanka,Sokolnicheskaya,206,17.21,9934000,161300,DDU,True,10.0
N002465,2023-04-06,NB0162,Metropolia Residence,FSK,economy,Pervomayskoye,TAO,55.45111,37.03659,86.0,3,1,25,2025,under_construction,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,618,49.8,5470000,63600,FZ214,True,10.0
N002466,2024-08-17,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,37.3,1,7,22,2026,under_construction,Troparyovo,Sokolnicheskaya,256,33.81,4302000,115300,DDU,False,18.5
N002467,2022-04-17,NB0006,Preobrazhenie Residence,GK Granel,comfort,Klyonovskoye,TAO,55.26801,37.45304,40.5,1,21,25,2027,under_construction,Frunzenskaya,Sokolnicheskaya,626,55.05,2810000,69400,DDU,True,12.0
N002468,2023-06-08,NB0090,Odintsovo-1 Residence,INGRAD,business,Pokrovskoye-Streshnevo,SZAO,55.82281,37.43596,70.4,2,2,22,2027,under_construction,Begovaya,Tagansko-Krasnopresnenskaya,110,13.87,28262000,401400,FZ214,True,10.0
N002469,2024-07-26,NB0127,Discovery Park Residence,DONSTROY,economy,Biryulyovo Zapadnoye,YuAO,55.59519,37.64318,43.5,1,19,30,2027,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,39,17.7,7198000,165500,trade-in,False,18.5
N002470,2024-06-03,NB0037,Triumph Palace Residence,Samolet,economy,Fili-Davydkovo,ZAO,55.7577,37.48713,64.7,2,6,25,2024,completed,Rechnoy Vokzal,Zamoskvoretskaya,125,8.37,17859000,276000,trade-in,True,18.5
N002471,2024-01-11,NB0078,Sheremetyevsky Residence,LSR,business,Levoberezhny,SAO,55.86285,37.47939,30.3,0,17,30,2027,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,264,14.99,10480000,345900,trade-in,True,18.5
N002472,2022-04-07,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,66.1,3,24,30,2027,under_construction,Park Kultury,Koltsevaya,21,4.38,17958000,271700,DDU,True,12.0
N002473,2022-08-03,NB0140,Buninskie Luga Residence,FSK,economy,Altufyevsky,SVAO,55.88543,37.59434,66.5,2,21,22,2026,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,184,14.72,10442000,157000,DDU,True,12.0
N002474,2021-01-29,NB0228,Prokshino Residence,INGRAD,business,Gagarinsky,YuZAO,55.69365,37.55461,34.9,1,10,25,2025,under_construction,Kievskaya,Koltsevaya,70,7.88,14882000,426400,DDU,True,6.75
N002475,2023-11-07,NB0200,ZILART Residence,DONSTROY,comfort,Arbat,CAO,55.75011,37.59052,41.3,1,15,30,2026,under_construction,Krasnopresnenskaya,Koltsevaya,23,1.94,27729000,671400,DDU,True,15.5
N002476,2024-04-29,NB0093,Prokshino Residence,GK Granel,comfort,Voronovskoye,TAO,55.30584,37.19416,57.7,2,5,22,2025,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,698,56.6,5519000,95700,FZ214,True,18.5
N002477,2024-10-19,NB0230,Sheremetyevsky Residence,Capital Group,comfort,Voronovskoye,TAO,55.28977,37.20171,35.3,1,5,22,2027,under_construction,Arbatskaya (F),Filyovskaya,693,57.96,3535000,100200,FZ214,False,23.5
N002478,2023-06-28,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,50.2,1,5,30,2027,under_construction,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,152,12.43,26982000,537500,FZ214,True,10.0
N002479,2024-12-15,NB0184,Odintsovo-1 Residence,GK A101,comfort,Gagarinsky,YuZAO,55.7074,37.55187,56.7,2,34,35,2025,under_construction,Sportivnaya,Sokolnicheskaya,27,6.74,20436000,360400,DDU,False,23.5
N002480,2024-06-06,NB0120,Level Residence,PIK,comfort,Dorogomilovo,ZAO,55.74612,37.55476,63.5,3,22,25,2025,under_construction,Novogireyevo,Kalininskaya,194,4.22,29525000,465000,DDU,True,18.5
N002481,2022-02-23,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,66.2,2,15,30,2026,under_construction,Tulskaya,Serpukhovsko-Timiryazevskaya,68,9.98,33390000,504400,FZ214,True,22.5
N002482,2021-08-11,NB0190,Triumph Palace Residence,FSK,economy,Koptevo,SAO,55.84371,37.51231,65.9,2,22,25,2027,under_construction,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,140,12.07,12248000,185900,DDU,True,11.0
N002483,2021-09-11,NB0203,Level Residence,Samolet,economy,Vnukovo,ZAO,55.62739,37.25562,61.7,2,18,25,2025,under_construction,Teatralnaya,Zamoskvoretskaya,331,26.87,10109000,163800,installment,True,11.0
N002484,2025-07-21,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,52.8,2,1,17,2027,under_construction,Dinamo,Zamoskvoretskaya,162,18.62,10152000,192300,DDU,False,19.5
N002485,2023-12-30,NB0176,Discovery Park Residence,Capital Group,comfort,Kuntsevo,ZAO,55.722,37.4515,66.8,2,9,25,2027,under_construction,Kropotkinskaya,Sokolnicheskaya,122,11.18,21221000,317700,DDU,True,15.5
N002486,2024-11-26,NB0153,Preobrazhenie Residence,INGRAD,comfort,Zelenograd,ZelAO,55.99215,37.22084,50.6,1,33,35,2025,under_construction,Filyovsky Park,Filyovskaya,375,36.39,7740000,153000,DDU,False,23.5
N002487,2025-10-19,NB0065,Headliner Residence,Samolet,economy,Sviblovo,SVAO,55.82948,37.63997,49.6,1,4,30,2028,under_construction,Novogireyevo,Kalininskaya,166,8.49,10326000,208200,DDU,False,19.5
N002488,2021-03-23,NB0118,Severny Residence,DONSTROY,economy,Krylatskoye,SZAO,55.75749,37.42672,68.2,3,16,25,2027,under_construction,Molodyozhnaya,Arbatsko-Pokrovskaya,25,12.15,18444000,270400,DDU,True,6.75
N002489,2025-04-18,NB0006,Preobrazhenie Residence,GK Granel,comfort,Klyonovskoye,TAO,55.26801,37.45304,48.2,2,16,25,2027,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,670,55.05,4354000,90300,DDU,False,23.5
N002490,2021-09-14,NB0236,ZILART Residence,PIK,comfort,Mikhaylovo-Yartsevskoye,TAO,55.40128,37.21505,57.0,2,4,22,2027,under_construction,Fili,Filyovskaya,516,46.77,4369000,76600,trade-in,True,11.0
N002491,2021-03-08,NB0093,Prokshino Residence,GK Granel,comfort,Voronovskoye,TAO,55.30584,37.19416,44.4,1,22,22,2025,under_construction,Aleksandrovsky Sad,Filyovskaya,675,56.6,3030000,68200,DDU,True,6.75
N002492,2025-03-29,NB0229,Severny Residence,Etalon,economy,Novogireyevo,VAO,55.74465,37.8309,69.9,2,2,22,2024,completed,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,213,13.19,13067000,186900,DDU,False,23.5
N002493,2021-09-24,NB0117,Severny Residence,INGRAD,economy,Shchukino,SZAO,55.81572,37.44812,60.0,2,17,30,2026,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,207,12.8,14797000,246600,DDU,True,11.0
N002494,2023-06-15,NB0206,Silver Park Residence,Capital Group,comfort,Shchapovskoye,TAO,55.36577,37.51306,45.7,1,7,35,2026,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,325,43.69,3900000,85300,DDU,True,10.0
N002495,2023-05-28,NB0053,Scandinavia Residence,INGRAD,comfort,Orekhovo-Borisovo Severnoye,YuAO,55.6359,37.69343,69.0,3,15,25,2027,under_construction,Tulskaya,Serpukhovsko-Timiryazevskaya,113,13.89,12888000,186800,trade-in,True,10.0
N002496,2021-06-27,NB0016,Odintsovo-1 Residence,FSK,comfort,Ostankinsky,SVAO,55.80846,37.63046,71.5,2,8,35,2028,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,125,6.1,16202000,226600,DDU,True,11.0
N002497,2025-12-13,NB0026,Odintsovo-1 Residence,INGRAD,comfort,Maryina Roshcha,SVAO,55.77212,37.57293,64.6,2,12,17,2027,under_construction,Okhotny Ryad,Sokolnicheskaya,40,3.62,18098000,280200,DDU,False,19.5
N002498,2021-07-23,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,55.4,2,18,22,2026,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,72,11.07,9125000,164700,DDU,True,11.0
N002499,2025-09-30,NB0248,Polar Residence,GK Granel,economy,Tverskoy,CAO,55.75713,37.62087,58.9,1,10,22,2026,under_construction,Dostoevskaya,Lyublinsko-Dmitrovskaya,35,0.36,27802000,472000,DDU,False,19.5
N002500,2024-04-29,NB0248,Polar Residence,GK Granel,economy,Tverskoy,CAO,55.75713,37.62087,72.3,3,11,22,2026,under_construction,Kurskaya,Koltsevaya,34,0.36,35369000,489200,DDU,True,18.5
N002501,2025-08-02,NB0090,Odintsovo-1 Residence,INGRAD,business,Pokrovskoye-Streshnevo,SZAO,55.82281,37.43596,39.1,1,6,22,2027,under_construction,Novoslobodskaya,Koltsevaya,141,13.87,13751000,351700,DDU,False,19.5
N002502,2026-04-28,NB0011,Sheremetyevsky Residence,PIK,comfort,Chertanovo Tsentralnoye,YuAO,55.62237,37.6224,63.7,2,16,30,2026,completed,Kantemirovskaya,Zamoskvoretskaya,34,14.63,14094000,221300,DDU,False,19.5
N002503,2022-10-06,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,55.9,2,16,22,2024,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,22,15.51,14062000,251600,DDU,True,10.0
N002504,2023-09-16,NB0001,Green Park Residence,FSK,comfort,Zelenograd,ZelAO,56.00037,37.18892,65.1,2,22,22,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,237,38.43,9520000,146200,FZ214,True,15.5
N002505,2022-08-21,NB0114,Discovery Park Residence,Samolet,comfort,Zamoskvorechye,CAO,55.74139,37.64018,43.4,1,5,22,2026,under_construction,Oktyabrskaya,Koltsevaya,28,1.85,19035000,438600,FZ214,True,12.0
N002506,2023-03-03,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,26.3,0,2,30,2026,under_construction,Kurskaya,Koltsevaya,94,5.54,6096000,231800,DDU,True,10.0
N002507,2025-03-26,NB0009,Prokshino Residence,MR Group,comfort,Obruchevsky,YuZAO,55.64252,37.54475,81.4,3,5,17,2026,under_construction,Ugreshskaya,MCC,139,13.27,24006000,294900,trade-in,False,23.5
N002508,2021-10-20,NB0080,Scandinavia Residence,FSK,economy,Rostokino,SVAO,55.82982,37.64905,60.8,2,14,22,2027,under_construction,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,84,8.62,10774000,177200,installment,True,11.0
N002509,2026-04-23,NB0248,Polar Residence,GK Granel,economy,Tverskoy,CAO,55.75713,37.62087,39.5,1,20,22,2026,completed,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,6,0.36,23764000,601600,FZ214,False,19.5
N002510,2025-12-22,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,77.7,2,3,17,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,146,18.62,14744000,189700,DDU,False,19.5
N002511,2022-02-27,NB0198,Level Residence,GK A101,economy,Khamovniki,CAO,55.73128,37.57381,51.4,2,7,25,2025,under_construction,Sportivnaya,Sokolnicheskaya,16,3.87,26218000,510100,DDU,True,22.5
N002512,2022-06-24,NB0038,Losiny Ostrov Residence,MR Group,economy,Shchukino,SZAO,55.79795,37.47615,43.4,1,24,25,2025,under_construction,Voykovskaya,Zamoskvoretskaya,37,10.29,9256000,213300,DDU,True,12.0
N002513,2023-07-30,NB0007,Headliner Residence,MR Group,premium,Beskudnikovsky,SAO,55.88193,37.58654,62.3,2,9,25,2025,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,126,14.4,26081000,418600,FZ214,True,15.5
N002514,2024-04-14,NB0239,Alye Parusa Residence,Samolet,business,Voskresenskoye,NAO,55.55676,37.39409,65.5,2,21,30,2025,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,178,26.13,15231000,232500,trade-in,True,18.5
N002515,2023-10-01,NB0084,Prokshino Residence,LSR,business,Novo-Peredelkino,ZAO,55.66322,37.35316,51.9,1,17,17,2026,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,151,19.56,17879000,344500,FZ214,True,15.5
N002516,2023-04-01,NB0139,Preobrazhenie Residence,DONSTROY,premium,Preobrazhenskoye,VAO,55.77714,37.74446,85.1,4,29,30,2027,under_construction,Ploshchad Ilyicha,Kalininskaya,69,8.16,40353000,474200,DDU,True,10.0
N002517,2025-06-02,NB0177,Prokshino Residence,GK A101,comfort,Krasnopakhorskoye,TAO,55.43499,37.31218,30.3,0,11,22,2026,under_construction,Kakhovskaya,Bolshaya Koltsevaya,360,40.42,2580000,85200,trade-in,False,23.5
N002518,2021-03-14,NB0202,Buninskie Luga Residence,GK Granel,economy,Novogireyevo,VAO,55.75778,37.77898,42.2,1,3,25,2025,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,94,9.91,6391000,151500,DDU,True,6.75
N002519,2023-12-03,NB0217,Prokshino Residence,FSK,comfort,Veshnyaki,VAO,55.73067,37.81647,30.6,0,3,35,2026,under_construction,Perovo,Kalininskaya,36,12.52,5888000,192400,DDU,True,15.5
N002520,2022-11-17,NB0179,Silver Park Residence,MR Group,business,Ivanovskoye,VAO,55.75431,37.81737,48.3,1,19,35,2024,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,58,12.3,11628000,240800,DDU,True,10.0
N002521,2023-08-23,NB0198,Level Residence,GK A101,economy,Khamovniki,CAO,55.73128,37.57381,43.0,1,20,25,2025,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,48,3.87,21734000,505400,DDU,True,15.5
N002522,2025-06-27,NB0127,Discovery Park Residence,DONSTROY,economy,Biryulyovo Zapadnoye,YuAO,55.59519,37.64318,79.8,3,14,30,2027,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,167,17.7,13349000,167300,DDU,False,23.5
N002523,2023-03-26,NB0184,Odintsovo-1 Residence,GK A101,comfort,Gagarinsky,YuZAO,55.7074,37.55187,60.0,2,4,35,2025,under_construction,Sportivnaya,Sokolnicheskaya,24,6.74,21931000,365500,DDU,True,10.0
N002524,2021-01-29,NB0205,Preobrazhenie Residence,MR Group,business,Mosrentgen,NAO,55.62061,37.49007,72.2,3,20,30,2025,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,87,16.94,12950000,179400,trade-in,True,6.75
N002525,2025-03-04,NB0172,Polar Residence,Capital Group,comfort,Gagarinsky,YuZAO,55.69436,37.56545,65.9,2,6,17,2028,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,39,7.47,23514000,356800,installment,False,23.5
N002526,2021-10-15,NB0141,Level Residence,Samolet,business,Konkovo,YuZAO,55.63533,37.51071,70.1,2,4,25,2024,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,57,14.88,26410000,376800,DDU,True,11.0
N002527,2022-08-06,NB0115,Level Residence,DONSTROY,comfort,Severnoye Izmaylovo,VAO,55.8119,37.79922,71.2,3,9,30,2024,under_construction,Chistye Prudy,Sokolnicheskaya,135,12.89,14559000,204500,installment,True,12.0
N002528,2022-04-16,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,44.9,1,19,25,2025,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,78,4.71,12017000,267600,DDU,True,12.0
