id,date_posted,district,okrug,lat,lon,total_area,rooms,floor,total_floors,building_year,building_type,renovation,furnished,pets_allowed,deposit_months,metro_station,metro_line,metro_distance_min,to_center_km,monthly_rent_rub,rent_per_sqm
R005029,2023-05-02,Losinoostrovsky,SVAO,55.88143,37.68906,36.9,1,11,22,1937,stalin,cosmetic,True,False,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,125,14.81,31600,856
R005030,2023-10-17,Metrogorodok,VAO,55.82608,37.75148,45.7,1,8,9,2005,monolith,cosmetic,False,True,1,Dubrovka,Lyublinsko-Dmitrovskaya,153,11.45,33600,735
R005031,2025-06-09,Shchapovskoye,TAO,55.37295,37.51672,56.2,2,13,17,1968,khrushchev,cosmetic,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,383,42.86,16300,291
R005032,2022-03-28,Brateyevo,YuAO,55.65683,37.76359,40.3,1,11,22,1980,brick,euro,True,False,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,224,14.02,32600,809
R005033,2022-06-21,Moskvorechye-Saburovo,YuAO,55.65554,37.65811,43.2,2,3,5,2021,monolith,euro,True,True,1,Kantemirovskaya,Zamoskvoretskaya,18,11.18,42100,976
R005034,2023-08-19,Filimonkovskoye,NAO,55.55936,37.38273,52.8,2,2,9,2011,monolith,cosmetic,True,False,1,Slavyansky Bulvar,Arbatsko-Pokrovskaya,233,26.29,29700,563
R005035,2024-05-09,Zyablikovo,YuAO,55.58525,37.75438,39.1,1,11,12,1985,brick,cosmetic,True,False,2,Elektrozavodskaya,Arbatsko-Pokrovskaya,229,20.54,29600,758
R005036,2021-02-15,Otradnoye,SVAO,55.87461,37.6249,51.4,1,1,12,1991,panel,euro,False,False,1,Oktyabrskaya,Koltsevaya,182,13.42,29800,581
R005037,2022-09-03,Strogino,SZAO,55.79475,37.42936,35.8,1,4,9,2014,modern_panel,cosmetic,True,False,2,Strogino,Arbatsko-Pokrovskaya,3,12.81,56300,1572
R005038,2022-12-23,Akademichesky,YuZAO,55.66174,37.56464,50.3,1,2,9,1976,brick,cosmetic,True,True,2,Profsoyuznaya,Kaluzhsko-Rizhskaya,18,10.83,69600,1384
R005039,2023-10-01,Rostokino,SVAO,55.8413,37.63246,70.0,3,20,22,1996,brick,designer,True,False,1,Kurskaya,Koltsevaya,115,9.75,74000,1058
R005040,2022-08-22,Chertanovo Tsentralnoye,YuAO,55.64523,37.61796,45.4,1,4,5,1957,brick,cosmetic,False,True,2,Kakhovskaya,Bolshaya Koltsevaya,32,12.08,26300,580
R005041,2026-02-10,Nagatinsky Zaton,YuAO,55.68422,37.67825,49.1,1,8,9,1963,khrushchev,euro,True,False,1,Proletarskaya,Tagansko-Krasnopresnenskaya,68,8.54,49700,1013
R005042,2026-02-27,Timiryazevsky,SAO,55.80955,37.5445,40.4,1,5,9,1958,khrushchev,cosmetic,False,False,1,Sapyornoye Pole,Bolshaya Koltsevaya,39,7.81,30900,766
R005043,2026-01-30,Mosrentgen,NAO,55.62386,37.49589,42.8,1,1,9,2012,monolith,euro,True,False,1,Tyoply Stan,Kaluzhsko-Rizhskaya,9,16.44,44600,1043
R005044,2022-11-16,Strogino,SZAO,55.80251,37.42187,64.4,2,14,17,2011,modern_panel,cosmetic,True,False,1,Strogino,Arbatsko-Pokrovskaya,6,13.56,96300,1495
R005045,2024-07-23,Dorogomilovo,ZAO,55.74349,37.57931,58.2,2,4,17,2020,modern_panel,cosmetic,True,False,1,Delovoy Tsentr,MCC,21,2.84,100900,1733
R005046,2025-01-18,Shchukino,SZAO,55.82243,37.44853,41.0,1,3,9,1982,panel,designer,True,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,4,13.19,86500,2109
R005047,2026-04-01,Brateyevo,YuAO,55.64569,37.72977,33.7,1,5,12,2006,brick,designer,False,False,1,Kantemirovskaya,Zamoskvoretskaya,78,13.83,31100,922
R005048,2025-01-21,Desyonovskoye,NAO,55.50268,37.48704,71.1,3,1,17,2010,monolith,euro,True,False,2,Smolenskaya (AP),Arbatsko-Pokrovskaya,314,29.17,50100,705
R005049,2022-07-04,Veshnyaki,VAO,55.73554,37.80219,53.1,2,18,22,1968,panel,euro,True,False,0,Rizhskaya,Kaluzhsko-Rizhskaya,161,11.54,35800,674
R005050,2023-09-13,Dorogomilovo,ZAO,55.74066,37.5424,42.0,1,5,5,1995,brick,cosmetic,True,True,1,Delovoy Tsentr,MCC,22,5.12,76500,1821
R005051,2021-09-30,Kievsky,TAO,55.39085,36.7764,40.3,1,10,12,1958,khrushchev,euro,True,False,1,Leninsky Prospekt,Kaluzhsko-Rizhskaya,750,66.69,10600,263
R005052,2025-07-05,Shcherbinka,NAO,55.49622,37.54697,39.0,1,7,17,1963,khrushchev,euro,True,True,1,Ugreshskaya,MCC,291,29.03,18800,481
R005053,2023-07-12,Sokol,SAO,55.79869,37.47312,43.8,1,4,17,1958,brick,cosmetic,True,True,1,Sokol,Zamoskvoretskaya,6,10.49,72100,1646
R005054,2022-10-15,Izmaylovo,VAO,55.79744,37.78044,56.6,2,21,22,2002,monolith,euro,True,True,1,Pervomayskaya,Arbatsko-Pokrovskaya,22,11.1,57500,1015
R005055,2024-11-10,Mitino,SZAO,55.83465,37.3573,78.4,3,5,9,2015,modern_panel,designer,False,False,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,9,18.76,114800,1464
R005056,2024-11-15,Shchapovskoye,TAO,55.38942,37.52113,44.6,1,2,5,1993,brick,no_renovation,True,True,1,Shosse Entuziastov,Kalininskaya,543,41.01,15400,346
R005057,2023-09-24,Nagatino-Sadovniki,YuAO,55.67658,37.66781,68.6,2,7,9,2006,brick,cosmetic,False,True,1,Kitay-Gorod,Kaluzhsko-Rizhskaya,101,9.09,58600,854
R005058,2022-12-09,Biryulyovo Zapadnoye,YuAO,55.5886,37.64618,39.1,1,2,9,2017,modern_panel,cosmetic,False,False,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,161,18.45,18200,465
R005059,2024-11-07,Biryulyovo Vostochnoye,YuAO,55.57194,37.65448,69.8,3,1,5,2006,monolith,euro,True,False,2,Komsomolskaya,Koltsevaya,260,20.34,64100,918
R005060,2024-10-16,Shchapovskoye,TAO,55.36897,37.51096,42.0,1,2,12,2015,modern_panel,cosmetic,True,False,2,Profsoyuznaya,Kaluzhsko-Rizhskaya,406,43.36,13400,320
R005061,2022-10-28,Marushkinskoye,NAO,55.56899,37.23737,61.0,2,13,22,1951,stalin,euro,False,False,1,Universitet,Sokolnicheskaya,272,31.64,33800,554
R005062,2026-01-12,Zapadnoye Degunino,SAO,55.85709,37.51594,54.2,1,1,5,2008,brick,cosmetic,True,False,1,Sviblovo,Kaluzhsko-Rizhskaya,102,13.21,42600,787
R005063,2023-07-22,Kurkino,SZAO,55.87875,37.38998,37.7,1,5,5,1972,brick,euro,False,True,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,57,20.02,39600,1051
R005064,2024-08-05,Arbat,CAO,55.76007,37.59319,51.1,1,3,5,2002,brick,no_renovation,False,True,1,Rizhskaya,Kaluzhsko-Rizhskaya,65,1.86,100900,1975
R005065,2021-04-19,Metrogorodok,VAO,55.81722,37.73709,52.1,2,12,12,2000,monolith,euro,True,False,1,Polyanka,Serpukhovsko-Timiryazevskaya,153,10.12,41000,787
R005066,2024-11-14,Sokolinaya Gora,VAO,55.78447,37.75217,65.9,2,4,17,1972,khrushchev,cosmetic,False,False,1,Partizanskaya,Arbatsko-Pokrovskaya,19,8.89,45800,694
R005067,2025-10-24,Beskudnikovsky,SAO,55.87758,37.57139,53.3,1,5,9,2007,modern_panel,cosmetic,False,False,1,Lubyanka,Sokolnicheskaya,156,14.1,39800,746
R005068,2021-07-24,Rostokino,SVAO,55.8496,37.6405,57.5,2,5,12,1985,panel,cosmetic,True,False,1,Sviblovo,Kaluzhsko-Rizhskaya,20,10.71,41700,725
R005069,2024-04-14,Yuzhnoye Tushino,SZAO,55.84749,37.44342,46.0,1,3,22,1995,panel,no_renovation,True,False,1,Sapyornoye Pole,Bolshaya Koltsevaya,110,15.21,33200,721
R005070,2024-10-28,Bogorodskoye,VAO,55.81896,37.72604,85.4,4,4,9,1979,brick,cosmetic,True,False,1,Ulitsa Podbelskogo,Sokolnicheskaya,13,9.78,92100,1079
R005071,2021-04-08,Krylatskoye,SZAO,55.74147,37.43839,48.7,1,2,9,1989,brick,euro,True,False,0,Slavyansky Bulvar,Arbatsko-Pokrovskaya,56,11.5,59400,1219
R005072,2025-12-28,Sokolniki,VAO,55.81367,37.65934,68.2,3,1,9,1980,panel,euro,True,True,2,Preobrazhenskaya Ploshchad,Sokolnicheskaya,30,7.07,72600,1065
R005073,2023-12-07,Sosenskoye,NAO,55.5646,37.41684,51.2,1,7,17,1994,panel,designer,True,False,1,Kuznetsky Most,Tagansko-Krasnopresnenskaya,311,24.63,45900,896
R005074,2021-09-03,Sokolniki,VAO,55.78221,37.70069,43.9,2,9,9,2004,brick,cosmetic,False,True,1,Sokolniki,Sokolnicheskaya,5,5.91,52700,1200
R005075,2024-07-29,Novofyodorovskoye,TAO,55.35896,36.91565,54.2,1,8,9,2008,monolith,euro,True,False,0,Sapyornoye Pole,Bolshaya Koltsevaya,763,62.41,21200,390
R005076,2024-07-26,Basmanny,CAO,55.75276,37.6518,58.0,2,5,17,1996,brick,euro,True,False,1,Rizhskaya,Kaluzhsko-Rizhskaya,45,1.94,121100,2088
R005077,2025-09-21,Beskudnikovsky,SAO,55.86591,37.52854,70.9,3,1,5,1962,khrushchev,euro,False,False,2,Begovaya,Tagansko-Krasnopresnenskaya,131,13.72,52100,735
R005078,2024-04-09,Yakimanka,CAO,55.72408,37.62135,54.5,2,2,5,1961,khrushchev,cosmetic,True,False,1,Okhotny Ryad,Sokolnicheskaya,32,3.32,73700,1352
R005079,2022-03-24,Losinoostrovsky,SVAO,55.89261,37.70067,37.2,1,16,22,2001,monolith,euro,False,False,1,Chistye Prudy,Sokolnicheskaya,153,16.21,28600,769
R005080,2023-05-06,Moskvorechye-Saburovo,YuAO,55.65524,37.65644,49.4,1,2,12,1982,panel,designer,True,True,1,Kuznetsky Most,Tagansko-Krasnopresnenskaya,162,11.2,46600,942
R005081,2024-02-10,Lomonosovsky,YuZAO,55.69391,37.56535,50.1,2,1,12,2005,monolith,euro,True,False,0,Ulitsa Podbelskogo,Sokolnicheskaya,223,7.52,92500,1845
R005082,2024-04-11,Lomonosovsky,YuZAO,55.6945,37.54605,52.9,1,1,5,1962,khrushchev,cosmetic,False,False,1,Universitet,Sokolnicheskaya,7,8.1,77100,1458
R005083,2021-06-12,Basmanny,CAO,55.76864,37.68892,71.0,3,1,5,1997,brick,euro,False,False,1,Lubyanka,Sokolnicheskaya,40,4.57,93400,1315
R005084,2025-08-07,Danilovsky,YuAO,55.688,37.64526,61.6,1,2,9,1957,brick,cosmetic,True,False,1,Kakhovskaya,Bolshaya Koltsevaya,82,7.49,60600,984
R005085,2021-03-13,Moskovsky,NAO,55.60727,37.37824,38.6,1,15,17,2003,modern_panel,cosmetic,True,True,1,Slavyansky Bulvar,Arbatsko-Pokrovskaya,198,22.29,18100,468
R005086,2025-04-23,Rostokino,SVAO,55.85564,37.68147,70.4,3,12,12,2008,monolith,cosmetic,True,False,0,Frunzenskaya,Sokolnicheskaya,166,11.93,56200,798
R005087,2023-12-22,Moskovsky,NAO,55.58815,37.35294,59.3,2,16,17,2003,monolith,cosmetic,True,False,1,Troparyovo,Sokolnicheskaya,117,24.94,41200,695
R005088,2025-03-10,Orekhovo-Borisovo Yuzhnoye,YuAO,55.58931,37.71486,54.2,2,18,22,1978,brick,euro,True,True,1,Turgenevskaya,Kaluzhsko-Rizhskaya,212,19.23,50300,929
R005089,2023-01-13,Severny,SVAO,55.95262,37.61363,54.3,2,16,22,1970,brick,cosmetic,True,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,213,22.1,40500,745
R005090,2021-10-09,Bogorodskoye,VAO,55.82869,37.71603,52.1,1,8,9,2009,modern_panel,euro,True,False,2,Semyonovskaya,Arbatsko-Pokrovskaya,49,10.23,41500,797
R005091,2025-12-10,Severnoye Tushino,SZAO,55.8642,37.42142,42.4,1,1,12,2009,modern_panel,euro,False,False,2,Tyoply Stan,Kaluzhsko-Rizhskaya,322,17.48,38900,916
R005092,2023-08-18,Pokrovskoye-Streshnevo,SZAO,55.83636,37.45022,55.7,1,16,17,2003,modern_panel,euro,True,True,1,Frunzenskaya,Sokolnicheskaya,159,14.06,59200,1064
R005093,2023-03-11,Akademichesky,YuZAO,55.68713,37.59186,41.9,1,22,22,2009,modern_panel,cosmetic,True,False,1,Okhotny Ryad,Sokolnicheskaya,103,7.64,52200,1246
R005094,2022-04-22,Solntsevo,ZAO,55.64262,37.38395,40.4,1,2,5,1954,stalin,cosmetic,True,False,1,Slavyansky Bulvar,Arbatsko-Pokrovskaya,118,19.32,39100,968
R005095,2022-02-15,Khamovniki,CAO,55.73112,37.58807,70.4,3,2,17,2007,modern_panel,euro,True,False,1,Sportivnaya,Sokolnicheskaya,20,3.26,177400,2520
R005096,2024-05-31,Severnoye Medvedkovo,SVAO,55.90809,37.63134,69.1,3,7,12,1966,khrushchev,euro,True,True,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,150,17.16,54700,791
R005097,2021-05-06,Chertanovo Tsentralnoye,YuAO,55.6305,37.60279,86.6,4,1,9,1982,panel,cosmetic,True,False,2,Park Kultury,Koltsevaya,143,13.77,51500,595
R005098,2022-02-25,Severnoye Butovo,YuZAO,55.59137,37.57716,42.8,1,2,9,1979,panel,cosmetic,False,False,0,Universitet,Sokolnicheskaya,157,18.28,26200,612
R005099,2022-10-03,Kuntsevo,ZAO,55.73636,37.43942,78.8,3,18,22,2003,monolith,cosmetic,True,False,1,Kakhovskaya,Bolshaya Koltsevaya,157,11.52,83100,1054
R005100,2026-03-02,Sokolinaya Gora,VAO,55.76583,37.73066,50.2,1,2,5,2021,monolith,cosmetic,True,True,1,Partizanskaya,Arbatsko-Pokrovskaya,17,7.0,57000,1135
R005101,2024-12-06,Moskvorechye-Saburovo,YuAO,55.62459,37.66314,60.7,2,8,9,1953,stalin,cosmetic,True,False,1,Park Kultury,Koltsevaya,133,14.62,54200,894
R005102,2024-06-25,Vnukovskoye,NAO,55.62276,37.33958,66.0,3,3,9,1962,khrushchev,cosmetic,True,True,1,Delovoy Tsentr,MCC,220,22.88,40200,609
R005103,2025-09-26,Khoroshyovo-Mnyovniki,SZAO,55.76021,37.52091,53.6,2,4,9,1971,panel,no_renovation,True,False,2,Filyovsky Park,Filyovskaya,38,6.29,44600,832
R005104,2025-12-30,Vostochnoye Izmaylovo,VAO,55.78622,37.8303,65.9,3,13,17,1974,brick,no_renovation,True,False,1,Pervomayskaya,Arbatsko-Pokrovskaya,21,13.59,50600,767
R005105,2021-12-18,Moskvorechye-Saburovo,YuAO,55.64872,37.66372,82.9,4,16,17,1971,panel,euro,True,False,2,Kantemirovskaya,Zamoskvoretskaya,20,12.0,72300,872
R005106,2025-05-23,Izmaylovo,VAO,55.78516,37.76171,66.1,2,3,5,2004,monolith,euro,True,False,0,Park Kultury,Koltsevaya,156,9.47,68300,1033
R005107,2021-02-19,Marushkinskoye,NAO,55.59682,37.24932,43.4,1,6,12,1955,brick,euro,True,False,2,Proletarskaya,Tagansko-Krasnopresnenskaya,382,29.11,21900,505
R005108,2024-08-12,Novo-Peredelkino,ZAO,55.68184,37.36597,46.1,1,8,9,1989,panel,cosmetic,True,True,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,264,17.86,36400,789
R005109,2023-06-06,Rostokino,SVAO,55.84753,37.65326,36.0,1,5,9,2007,monolith,no_renovation,False,False,1,Tyoply Stan,Kaluzhsko-Rizhskaya,316,10.61,28200,784
R005110,2022-10-10,Nagatinsky Zaton,YuAO,55.7094,37.69022,42.2,1,5,17,2008,brick,euro,True,True,0,Turgenevskaya,Kaluzhsko-Rizhskaya,121,6.59,35600,845
R005111,2022-09-28,Zelenograd,ZelAO,55.99818,37.20842,48.3,2,18,22,2007,modern_panel,cosmetic,True,True,1,Ploshchad Ilyicha,Kalininskaya,490,37.41,23200,480
R005112,2022-04-25,Gagarinsky,YuZAO,55.70502,37.58014,46.7,1,1,12,1971,khrushchev,cosmetic,False,False,1,Oktyabrskaya,Koltsevaya,46,6.0,43800,938
R005113,2023-04-25,Dmitrovsky,SAO,55.88585,37.532,44.6,2,2,17,1949,stalin,euro,True,True,2,Kurskaya,Koltsevaya,188,15.69,35100,786
R005114,2021-12-21,Vostochny,VAO,55.81892,37.87037,40.4,1,6,12,2017,modern_panel,cosmetic,True,True,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,48,17.2,24100,596
R005115,2024-11-24,Zamoskvorechye,CAO,55.7114,37.62623,56.9,2,10,12,2020,monolith,cosmetic,False,True,1,Polyanka,Serpukhovsko-Timiryazevskaya,14,4.74,116600,2049
R005116,2025-11-05,Beskudnikovsky,SAO,55.87383,37.56872,41.1,1,8,9,1966,khrushchev,euro,True,False,2,Tretyakovskaya,Kalininskaya,181,13.73,30500,741
R005117,2025-06-25,Novo-Peredelkino,ZAO,55.66737,37.31569,46.7,2,3,22,1958,khrushchev,cosmetic,True,False,1,Nagornaya,Serpukhovsko-Timiryazevskaya,205,21.4,32400,693
R005118,2023-08-09,Khoroshyovsky,SAO,55.78025,37.54826,56.1,3,3,5,2020,monolith,euro,True,False,2,Polezhaevskaya,Tagansko-Krasnopresnenskaya,8,5.4,102200,1822
R005119,2024-11-21,Donskoy,YuAO,55.72971,37.59676,66.2,3,12,17,1987,panel,no_renovation,False,True,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,62,3.08,43500,657
R005120,2021-10-05,Tyoply Stan,YuZAO,55.6041,37.46442,49.4,1,9,9,1958,khrushchev,euro,True,False,1,Nagornaya,Serpukhovsko-Timiryazevskaya,117,19.33,39100,791
R005121,2022-11-17,Lianozovo,SVAO,55.89819,37.57315,68.8,2,2,22,1988,panel,euro,True,False,1,Fili,Filyovskaya,219,16.32,44800,651
R005122,2024-07-07,Khovrino,SAO,55.89307,37.49924,51.2,1,15,17,2017,modern_panel,euro,False,False,1,Smolenskaya (F),Filyovskaya,184,17.24,48000,938
R005123,2021-02-08,Izmaylovo,VAO,55.79677,37.75549,73.9,3,22,22,1969,khrushchev,euro,False,False,1,Shosse Entuziastov,Kalininskaya,49,9.68,48000,650
R005124,2022-03-27,Bibirevo,SVAO,55.87845,37.64273,62.6,2,5,5,1990,panel,cosmetic,True,False,1,Rechnoy Vokzal,Zamoskvoretskaya,106,13.92,39600,633
R005125,2021-02-21,Ryazanovskoye,NAO,55.44354,37.51393,58.4,2,2,17,1997,brick,euro,False,False,0,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,191,35.16,24100,413
R005126,2023-04-02,Kievsky,TAO,55.38412,36.75717,42.7,1,1,9,1976,panel,cosmetic,True,True,1,Partizanskaya,Arbatsko-Pokrovskaya,918,68.11,9700,228
R005127,2024-10-27,Shchapovskoye,TAO,55.3837,37.48546,55.6,2,7,9,2006,brick,cosmetic,True,True,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,328,42.03,19400,348
R005128,2024-05-11,Shchukino,SZAO,55.81079,37.4693,56.2,1,2,17,1988,brick,cosmetic,False,True,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,7,11.39,86400,1537
R005129,2024-07-04,Butyrsky,SVAO,55.81145,37.56873,42.7,1,1,12,2024,monolith,cosmetic,True,True,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,12,7.18,56500,1323
R005130,2022-01-17,Ramenki,ZAO,55.70453,37.49343,54.4,2,8,9,1967,panel,no_renovation,True,False,1,Vystavochnaya,Filyovskaya,67,9.68,62100,1142
R005131,2024-10-06,Preobrazhenskoye,VAO,55.8056,37.70661,57.9,2,19,22,1978,panel,euro,True,False,2,Preobrazhenskaya Ploshchad,Sokolnicheskaya,3,7.86,82900,1433
R005132,2022-06-04,Yasenevo,YuZAO,55.61615,37.51518,72.1,3,4,9,1970,panel,designer,True,False,1,Yasenevo,Kaluzhsko-Rizhskaya,4,16.69,122800,1704
R005133,2024-11-26,Klyonovskoye,TAO,55.26019,37.46987,44.8,1,5,17,1967,brick,euro,True,False,1,Kropotkinskaya,Sokolnicheskaya,649,55.71,14900,332
R005134,2025-08-07,Filyovsky Park,ZAO,55.72679,37.48393,64.1,2,21,22,2004,brick,euro,True,False,1,Kropotkinskaya,Sokolnicheskaya,96,9.08,111500,1740
R005135,2025-01-06,Yuzhnoye Butovo,YuZAO,55.53911,37.52931,47.2,1,5,5,1953,stalin,euro,True,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,358,24.56,49600,1051
R005136,2021-06-07,Bibirevo,SVAO,55.89825,37.60717,50.9,2,3,9,2014,modern_panel,euro,True,True,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,136,16.07,33200,653
R005137,2021-07-02,Bibirevo,SVAO,55.89315,37.60237,83.9,4,3,5,1992,panel,cosmetic,True,False,1,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,212,15.53,45100,537
R005138,2025-09-13,Sosenskoye,NAO,55.57556,37.42164,49.1,1,1,9,2001,monolith,cosmetic,False,False,1,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,321,23.44,32300,658
R005139,2023-02-23,Chertanovo Tsentralnoye,YuAO,55.65162,37.59472,58.0,2,6,17,1979,brick,cosmetic,True,True,2,Yuzhnaya,Serpukhovsko-Timiryazevskaya,27,11.49,38700,668
R005140,2026-02-16,Zyablikovo,YuAO,55.60613,37.73744,48.9,2,19,22,1978,brick,no_renovation,True,False,1,Yugo-Zapadnaya,Sokolnicheskaya,205,17.99,29400,602
R005141,2024-06-26,Aeroport,SAO,55.80414,37.50328,44.6,1,1,9,2013,modern_panel,cosmetic,True,False,1,Begovaya,Tagansko-Krasnopresnenskaya,47,9.23,46600,1045
R005142,2021-06-13,Yakimanka,CAO,55.72439,37.58713,35.8,1,4,9,2004,modern_panel,cosmetic,True,True,2,Park Kultury,Koltsevaya,14,3.9,69200,1934
R005143,2022-09-27,Marfino,SVAO,55.84158,37.57493,74.7,3,6,9,2012,monolith,euro,False,False,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,35,10.16,62300,833
R005144,2021-09-26,Izmaylovo,VAO,55.78892,37.7643,62.4,2,2,5,2024,monolith,no_renovation,False,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,46,9.78,36300,581
R005145,2021-02-26,Pokrovskoye-Streshnevo,SZAO,55.82082,37.4597,54.9,2,6,9,1958,khrushchev,euro,True,False,0,Vystavochnaya,Filyovskaya,119,12.52,35700,651
R005146,2025-06-10,Dmitrovsky,SAO,55.87346,37.56215,45.0,1,7,17,1952,brick,euro,False,False,2,Rechnoy Vokzal,Zamoskvoretskaya,62,13.79,41000,910
R005147,2025-05-03,Lomonosovsky,YuZAO,55.69929,37.55596,45.0,1,5,17,2013,modern_panel,no_renovation,False,False,2,Universitet,Sokolnicheskaya,12,7.3,67500,1500
R005148,2021-11-11,Severnoye Medvedkovo,SVAO,55.8966,37.63078,51.4,2,9,22,2002,monolith,cosmetic,True,False,1,Tverskaya,Zamoskvoretskaya,168,15.88,41800,813
R005149,2022-07-01,Marfino,SVAO,55.84971,37.57607,47.6,1,12,12,1971,brick,designer,False,True,0,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,78,11.01,44100,926
R005150,2021-09-01,Mikhaylovo-Yartsevskoye,TAO,55.39279,37.25137,56.5,2,1,17,2017,monolith,euro,True,True,1,Yasenevo,Kaluzhsko-Rizhskaya,358,46.39,19100,339
R005151,2025-08-16,Koptevo,SAO,55.8438,37.51571,61.8,2,4,22,2003,modern_panel,cosmetic,True,True,0,Shchukinskaya,Tagansko-Krasnopresnenskaya,69,11.96,49100,795
R005152,2021-12-29,Novo-Peredelkino,ZAO,55.65088,37.33022,55.7,1,7,22,2023,monolith,cosmetic,False,False,1,Pionerskaya,Filyovskaya,149,21.51,40400,725
R005153,2024-01-06,Pervomayskoye,TAO,55.46616,37.04652,51.4,1,6,9,2007,monolith,cosmetic,True,False,1,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,590,48.21,19300,376
R005154,2025-05-18,Zapadnoye Degunino,SAO,55.86241,37.5411,49.7,2,17,17,1965,panel,cosmetic,False,False,1,Strogino,Arbatsko-Pokrovskaya,121,13.05,32300,651
R005155,2025-05-01,Meshchansky,CAO,55.76767,37.64569,67.5,2,5,5,2004,monolith,cosmetic,True,False,1,Tverskaya,Zamoskvoretskaya,33,2.18,103700,1536
R005156,2021-06-18,Akademichesky,YuZAO,55.67923,37.61298,53.2,2,2,5,1970,panel,euro,False,False,1,Vystavochnaya,Filyovskaya,91,8.32,48600,913
R005157,2025-04-26,Lomonosovsky,YuZAO,55.70079,37.54633,61.4,2,5,9,1991,panel,cosmetic,True,True,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,114,7.52,77600,1264
R005158,2025-08-27,Molzhaninovsky,SAO,55.97365,37.41097,49.3,1,18,22,2008,monolith,designer,False,False,1,Mayakovskaya,Zamoskvoretskaya,281,27.72,44600,904
R005159,2025-02-01,Shchukino,SZAO,55.80783,37.46693,47.2,1,2,9,1974,panel,euro,True,True,1,Sokol,Zamoskvoretskaya,39,11.34,57100,1210
R005160,2024-01-02,Krylatskoye,SZAO,55.7696,37.41273,37.9,1,1,9,1994,panel,no_renovation,True,False,2,Polyanka,Serpukhovsko-Timiryazevskaya,158,13.13,46600,1229
R005161,2022-07-20,Sosenskoye,NAO,55.55265,37.42246,41.5,1,11,22,1984,panel,cosmetic,False,False,1,Taganskaya,Koltsevaya,305,25.61,18400,443
R005162,2023-11-04,Cheryomushki,YuZAO,55.67999,37.55552,39.3,1,5,9,1972,khrushchev,cosmetic,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,43,9.18,33800,860
R005163,2023-05-08,Kuntsevo,ZAO,55.71814,37.45464,58.1,1,4,5,2023,modern_panel,cosmetic,True,True,1,Molodyozhnaya,Arbatsko-Pokrovskaya,25,11.14,60100,1034
R005164,2022-10-07,Otradnoye,SVAO,55.86806,37.63655,86.8,4,4,5,2013,modern_panel,no_renovation,True,True,2,Chkalovskaya,Lyublinsko-Dmitrovskaya,152,12.73,56800,654
R005165,2022-01-14,Dmitrovsky,SAO,55.8906,37.55075,83.6,3,3,9,1960,khrushchev,euro,True,False,1,Sviblovo,Kaluzhsko-Rizhskaya,95,15.82,54900,656
R005166,2021-08-21,Sokolinaya Gora,VAO,55.77379,37.72382,82.7,4,2,12,1974,panel,no_renovation,True,False,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,31,6.81,48800,590
R005167,2023-05-15,Severnoye Izmaylovo,VAO,55.81714,37.79235,52.8,2,9,12,2009,modern_panel,euro,False,False,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,9,12.83,58100,1100
R005168,2025-09-11,Solntsevo,ZAO,55.64441,37.40168,51.4,2,10,12,1968,panel,designer,False,False,1,Arbatskaya (F),Filyovskaya,208,18.35,48900,950
R005169,2023-12-30,Voykovsky,SAO,55.83356,37.4976,72.7,3,5,5,2004,monolith,no_renovation,True,False,1,Delovoy Tsentr,MCC,100,11.74,65800,905
R005170,2025-03-03,Yaroslavsky,SVAO,55.88366,37.71835,55.1,1,2,9,2019,modern_panel,designer,True,False,1,Sviblovo,Kaluzhsko-Rizhskaya,53,15.66,56800,1032
R005171,2025-05-06,Moskovsky,NAO,55.60614,37.33349,49.4,2,1,9,1967,khrushchev,cosmetic,True,True,1,VDNKh,Kaluzhsko-Rizhskaya,366,24.38,20800,421
